"","V1","V2"
"1","1","0"
"2","2","-0.5773502691896257645091487805019574556476"
"3","2","0.5773502691896257645091487805019574556476"
"4","3","-0.7745966692414833770358530799564799221666"
"5","3","0"
"6","3","0.7745966692414833770358530799564799221666"
"7","4","-0.8611363115940525752239464888928095050957"
"8","4","-0.3399810435848562648026657591032446872006"
"9","4","0.3399810435848562648026657591032446872006"
"10","4","0.8611363115940525752239464888928095050957"
"11","5","-0.9061798459386639927976268782993929651257"
"12","5","-0.5384693101056830910363144207002088049673"
"13","5","0"
"14","5","0.5384693101056830910363144207002088049673"
"15","5","0.9061798459386639927976268782993929651257"
"16","6","-0.9324695142031520278123015544939946091348"
"17","6","-0.6612093864662645136613995950199053470064"
"18","6","-0.2386191860831969086305017216807119354186"
"19","6","0.2386191860831969086305017216807119354186"
"20","6","0.6612093864662645136613995950199053470064"
"21","6","0.9324695142031520278123015544939946091348"
"22","7","-0.9491079123427585245261896840478512624008"
"23","7","-0.7415311855993944398638647732807884070741"
"24","7","-0.4058451513773971669066064120769614633474"
"25","7","0"
"26","7","0.4058451513773971669066064120769614633474"
"27","7","0.7415311855993944398638647732807884070741"
"28","7","0.9491079123427585245261896840478512624008"
"29","8","-0.9602898564975362316835608685694729904282"
"30","8","-0.7966664774136267395915539364758304368372"
"31","8","-0.5255324099163289858177390491892463490420"
"32","8","-0.1834346424956498049394761423601839806668"
"33","8","0.1834346424956498049394761423601839806668"
"34","8","0.5255324099163289858177390491892463490420"
"35","8","0.7966664774136267395915539364758304368372"
"36","8","0.9602898564975362316835608685694729904282"
"37","9","-0.9681602395076260898355762029036728700494"
"38","9","-0.8360311073266357942994297880697348765441"
"39","9","-0.6133714327005903973087020393414741847857"
"40","9","-0.3242534234038089290385380146433366085720"
"41","9","0"
"42","9","0.3242534234038089290385380146433366085720"
"43","9","0.6133714327005903973087020393414741847857"
"44","9","0.8360311073266357942994297880697348765441"
"45","9","0.9681602395076260898355762029036728700494"
"46","10","-0.9739065285171717200779640120844520534283"
"47","10","-0.8650633666889845107320966884234930485275"
"48","10","-0.6794095682990244062343273651148735757693"
"49","10","-0.4333953941292471907992659431657841622001"
"50","10","-0.1488743389816312108848260011297199846176"
"51","10","0.1488743389816312108848260011297199846176"
"52","10","0.4333953941292471907992659431657841622001"
"53","10","0.6794095682990244062343273651148735757693"
"54","10","0.8650633666889845107320966884234930485275"
"55","10","0.9739065285171717200779640120844520534283"
"56","11","-0.9782286581460569928039380011228573907714"
"57","11","-0.8870625997680952990751577693039272666317"
"58","11","-0.7301520055740493240934162520311534580496"
"59","11","-0.5190961292068118159257256694586095544802"
"60","11","-0.2695431559523449723315319854008615246796"
"61","11","0"
"62","11","0.2695431559523449723315319854008615246796"
"63","11","0.5190961292068118159257256694586095544802"
"64","11","0.7301520055740493240934162520311534580496"
"65","11","0.8870625997680952990751577693039272666317"
"66","11","0.9782286581460569928039380011228573907714"
"67","12","-0.9815606342467192506905490901492808229602"
"68","12","-0.9041172563704748566784658661190961925376"
"69","12","-0.7699026741943046870368938332128180759849"
"70","12","-0.5873179542866174472967024189405342803691"
"71","12","-0.3678314989981801937526915366437175612564"
"72","12","-0.1252334085114689154724413694638531299834"
"73","12","0.1252334085114689154724413694638531299834"
"74","12","0.3678314989981801937526915366437175612564"
"75","12","0.5873179542866174472967024189405342803691"
"76","12","0.7699026741943046870368938332128180759849"
"77","12","0.9041172563704748566784658661190961925376"
"78","12","0.9815606342467192506905490901492808229602"
"79","13","-0.9841830547185881494728294488071096110650"
"80","13","-0.9175983992229779652065478365007195123905"
"81","13","-0.8015780907333099127942064895828598903056"
"82","13","-0.6423493394403402206439846069955156500717"
"83","13","-0.4484927510364468528779128521276398678019"
"84","13","-0.2304583159551347940655281210979888352115"
"85","13","0"
"86","13","0.2304583159551347940655281210979888352115"
"87","13","0.4484927510364468528779128521276398678019"
"88","13","0.6423493394403402206439846069955156500717"
"89","13","0.8015780907333099127942064895828598903056"
"90","13","0.9175983992229779652065478365007195123905"
"91","13","0.9841830547185881494728294488071096110650"
"92","14","-0.9862838086968123388415972667040528016761"
"93","14","-0.9284348836635735173363911393778742644770"
"94","14","-0.8272013150697649931897947426503949610397"
"95","14","-0.6872929048116854701480198030193341375384"
"96","14","-0.5152486363581540919652907185511886623089"
"97","14","-0.3191123689278897604356718241684754668343"
"98","14","-0.1080549487073436620662446502198347476120"
"99","14","0.1080549487073436620662446502198347476120"
"100","14","0.3191123689278897604356718241684754668343"
"101","14","0.5152486363581540919652907185511886623089"
"102","14","0.6872929048116854701480198030193341375384"
"103","14","0.8272013150697649931897947426503949610397"
"104","14","0.9284348836635735173363911393778742644770"
"105","14","0.9862838086968123388415972667040528016761"
"106","15","-0.9879925180204854284895657185866125811470"
"107","15","-0.9372733924007059043077589477102094712440"
"108","15","-0.8482065834104272162006483207742168513663"
"109","15","-0.7244177313601700474161860546139380096309"
"110","15","-0.5709721726085388475372267372539106412384"
"111","15","-0.3941513470775633698972073709810454683628"
"112","15","-0.2011940939974345223006283033945962078128"
"113","15","0"
"114","15","0.2011940939974345223006283033945962078128"
"115","15","0.3941513470775633698972073709810454683628"
"116","15","0.5709721726085388475372267372539106412384"
"117","15","0.7244177313601700474161860546139380096309"
"118","15","0.8482065834104272162006483207742168513663"
"119","15","0.9372733924007059043077589477102094712440"
"120","15","0.9879925180204854284895657185866125811470"
"121","16","-0.9894009349916499325961541734503326274263"
"122","16","-0.9445750230732325760779884155346083450911"
"123","16","-0.8656312023878317438804678977123931323873"
"124","16","-0.7554044083550030338951011948474422683538"
"125","16","-0.6178762444026437484466717640487910189919"
"126","16","-0.4580167776572273863424194429835775735400"
"127","16","-0.2816035507792589132304605014604961064861"
"128","16","-0.09501250983763744018531933542495806313035"
"129","16","0.09501250983763744018531933542495806313035"
"130","16","0.2816035507792589132304605014604961064861"
"131","16","0.4580167776572273863424194429835775735400"
"132","16","0.6178762444026437484466717640487910189919"
"133","16","0.7554044083550030338951011948474422683538"
"134","16","0.8656312023878317438804678977123931323873"
"135","16","0.9445750230732325760779884155346083450911"
"136","16","0.9894009349916499325961541734503326274263"
"137","17","-0.9905754753144173356754340199406652765078"
"138","17","-0.9506755217687677612227169578958030214434"
"139","17","-0.8802391537269859021229556944881556926234"
"140","17","-0.7815140038968014069252300555204760502240"
"141","17","-0.6576711592166907658503022166430023351478"
"142","17","-0.5126905370864769678862465686295518745829"
"143","17","-0.3512317634538763152971855170953460050405"
"144","17","-0.1784841814958478558506774936540655574754"
"145","17","0"
"146","17","0.1784841814958478558506774936540655574754"
"147","17","0.3512317634538763152971855170953460050405"
"148","17","0.5126905370864769678862465686295518745829"
"149","17","0.6576711592166907658503022166430023351478"
"150","17","0.7815140038968014069252300555204760502240"
"151","17","0.8802391537269859021229556944881556926234"
"152","17","0.9506755217687677612227169578958030214434"
"153","17","0.9905754753144173356754340199406652765078"
"154","18","-0.9915651684209309467300160047061507702526"
"155","18","-0.9558239495713977551811958929297763099728"
"156","18","-0.8926024664975557392060605911271455154079"
"157","18","-0.8037049589725231156824174550145907971033"
"158","18","-0.6916870430603532078748910812888483894523"
"159","18","-0.5597708310739475346078715485253291369276"
"160","18","-0.4117511614628426460359317938330516370790"
"161","18","-0.2518862256915055095889728548779112301629"
"162","18","-0.08477501304173530124226185293578381173332"
"163","18","0.08477501304173530124226185293578381173332"
"164","18","0.2518862256915055095889728548779112301629"
"165","18","0.4117511614628426460359317938330516370790"
"166","18","0.5597708310739475346078715485253291369276"
"167","18","0.6916870430603532078748910812888483894523"
"168","18","0.8037049589725231156824174550145907971033"
"169","18","0.8926024664975557392060605911271455154079"
"170","18","0.9558239495713977551811958929297763099728"
"171","18","0.9915651684209309467300160047061507702526"
"172","19","-0.9924068438435844031890176702532604935893"
"173","19","-0.9602081521348300308527788406876515266151"
"174","19","-0.9031559036148179016426609285323124878094"
"175","19","-0.8227146565371428249789224867127139017745"
"176","19","-0.7209661773352293786170958608237816296571"
"177","19","-0.6005453046616810234696381649462392798683"
"178","19","-0.4645707413759609457172671481041023679763"
"179","19","-0.3165640999636298319901173288498449178923"
"180","19","-0.1603586456402253758680961157407435495049"
"181","19","0"
"182","19","0.1603586456402253758680961157407435495049"
"183","19","0.3165640999636298319901173288498449178923"
"184","19","0.4645707413759609457172671481041023679763"
"185","19","0.6005453046616810234696381649462392798683"
"186","19","0.7209661773352293786170958608237816296571"
"187","19","0.8227146565371428249789224867127139017745"
"188","19","0.9031559036148179016426609285323124878094"
"189","19","0.9602081521348300308527788406876515266151"
"190","19","0.9924068438435844031890176702532604935893"
"191","20","-0.9931285991850949247861223884713202782226"
"192","20","-0.9639719272779137912676661311972772219121"
"193","20","-0.9122344282513259058677524412032981130492"
"194","20","-0.8391169718222188233945290617015206853296"
"195","20","-0.7463319064601507926143050703556415903107"
"196","20","-0.6360536807265150254528366962262859367434"
"197","20","-0.5108670019508270980043640509552509984255"
"198","20","-0.3737060887154195606725481770249272373957"
"199","20","-0.2277858511416450780804961953685746247431"
"200","20","-0.07652652113349733375464040939883821100480"
"201","20","0.07652652113349733375464040939883821100480"
"202","20","0.2277858511416450780804961953685746247431"
"203","20","0.3737060887154195606725481770249272373957"
"204","20","0.5108670019508270980043640509552509984255"
"205","20","0.6360536807265150254528366962262859367434"
"206","20","0.7463319064601507926143050703556415903107"
"207","20","0.8391169718222188233945290617015206853296"
"208","20","0.9122344282513259058677524412032981130492"
"209","20","0.9639719272779137912676661311972772219121"
"210","20","0.9931285991850949247861223884713202782226"
"211","21","-0.9937521706203895002602420359379409291933"
"212","21","-0.9672268385663062943166222149076951614247"
"213","21","-0.9200993341504008287901871337149688941591"
"214","21","-0.8533633645833172836472506385875676702761"
"215","21","-0.7684399634756779086158778513062280348210"
"216","21","-0.6671388041974123193059666699903391625970"
"217","21","-0.5516188358872198070590187967243132866221"
"218","21","-0.4243421202074387835736688885437880520964"
"219","21","-0.2880213168024010966007925160646003199090"
"220","21","-0.1455618541608950909370309823386863301163"
"221","21","0"
"222","21","0.1455618541608950909370309823386863301163"
"223","21","0.2880213168024010966007925160646003199090"
"224","21","0.4243421202074387835736688885437880520964"
"225","21","0.5516188358872198070590187967243132866221"
"226","21","0.6671388041974123193059666699903391625970"
"227","21","0.7684399634756779086158778513062280348210"
"228","21","0.8533633645833172836472506385875676702761"
"229","21","0.9200993341504008287901871337149688941591"
"230","21","0.9672268385663062943166222149076951614247"
"231","21","0.9937521706203895002602420359379409291933"
"232","22","-0.9942945854823992920730314211612989803931"
"233","22","-0.9700604978354287271239509867652687108060"
"234","22","-0.9269567721871740005206929392590531966353"
"235","22","-0.8658125777203001365364256370193787290848"
"236","22","-0.7878168059792081620042779554083515213882"
"237","22","-0.6944872631866827800506898357622567712673"
"238","22","-0.5876404035069115929588769276386473488776"
"239","22","-0.4693558379867570264063307109664063460953"
"240","22","-0.3419358208920842251581474204273796195592"
"241","22","-0.2078604266882212854788465339195457342157"
"242","22","-0.06973927331972222121384179611862808182230"
"243","22","0.06973927331972222121384179611862808182230"
"244","22","0.2078604266882212854788465339195457342157"
"245","22","0.3419358208920842251581474204273796195592"
"246","22","0.4693558379867570264063307109664063460953"
"247","22","0.5876404035069115929588769276386473488776"
"248","22","0.6944872631866827800506898357622567712673"
"249","22","0.7878168059792081620042779554083515213882"
"250","22","0.8658125777203001365364256370193787290848"
"251","22","0.9269567721871740005206929392590531966353"
"252","22","0.9700604978354287271239509867652687108060"
"253","22","0.9942945854823992920730314211612989803931"
"254","23","-0.9947693349975521235239257154455743605736"
"255","23","-0.9725424712181152319560240768207773751816"
