n,root
17,31.5817716804567361066347075393423438072205
17,37.7960938374771515668726351577788591384888
17,45.3757165339890917721277219243347644805908
17,55.3897517898395790325594134628772735595703
18,0.0781691666697038600730707003094721585512
18,0.4124900852591273925362713725917274132371
18,1.0165201796235359132936082460219040513039
18,1.8948885099697572176324911197298206388950
18,3.0543531132026591201622522930847480893135
18,4.5042055388898907253292236418928951025009
18,6.2567250739491102606848471623379737138748
18,8.3278251566056447074970492394641041755676
18,10.7379900477576182282746231066994369029999
18,13.5136562075550905603904539020732045173645
18,16.6893062819300688204293692251667380332947
18,20.3107676262677117051680397707968950271606
18,24.4406813592837508508637256454676389694214
18,29.1682086625796408441146922996267676353455
18,34.6279270656602520261913014110177755355835
18,41.0418167728086942247500701341778039932251
18,48.8339227160864410848262195941060781478882
18,59.0905464359013592456904007121920585632324
19,0.0741587837572020847076714744616765528917
19,0.3912686133199937410509505752997938543558
19,0.9639573439979527424981142758042551577091
19,1.7961755820683265039150455777416937053204
19,2.8936513818737847891782166698249056935310
19,4.2642155396277550138961487391497939825058
19,5.9181415616440524729569006012752652168274
19,7.8686189153347481095579496468417346477509
19,10.1324237168152802013310065376572310924530
19,12.7308814638424063758748161490075290203094
19,15.6912783398358737230182669009082019329071
19,19.0489932098235570379074488300830125808716
19,22.8508497608295080283369316020980477333069
19,27.1606693274114583402933931211009621620178
19,32.0691222518622112147568259388208389282227
19,37.7129058012197262428344401996582746505737
19,44.3173627958315066166505857836455106735229
19,52.3129024574044763085112208500504493713379
19,62.8024231535004560100787784904241561889648
20,0.0705398896919891549295300592348212376237
20,0.3721268180016153448441684759018244221807
20,0.9165821024832698782347506494261324405670
20,1.7073065310283390694223726313794031739235
20,2.7491992553094339868380302505102008581161
20,4.0489253138508844998000313353259116411209
20,5.6151749708616156553375731164123862981796
20,7.4590174536710680541773399454541504383087
20,9.5943928695810853923831018619239330291748
20,12.0388025469643125120455806609243154525757
20,14.8142934426307277817613794468343257904053
20,17.9488955205193931874418922234326601028442
20,21.4787882402850023311202676268294453620911
20,25.4517027931869037615797424223273992538452
20,29.9325546317006327967646939214318990707397
20,35.0134342404789933311803906690329313278198
20,40.8330570567286699201758892741054296493530
20,47.6199940473465659351859358139336109161377
20,55.8107957500638178771623643115162849426270
20,66.5244165256158197507829754613339900970459
21,0.0672578179231593242803910470684058964252
21,0.3547728953235119719877843635913450270891
21,0.8736601667786489944234062932082451879978
21,1.6268699419292229624289802814018912613392
21,2.6186264105455467898764254641719162464142
21,3.8546521381097580416508208145387470722198
21,5.3423692806224343243570729100611060857773
21,7.0911688132196832867748526041395962238312
21,9.1127788542697061302533256821334362030029
21,11.4217717623783805436232796637341380119324
21,14.0362706978737232788034816621802747249603
21,16.9789526927838032577255944488570094108582
21,20.2785094149937279439654957968741655349731
21,23.9718455871514244392983528086915612220764
21,28.1075286009443274792829470243304967880249
21,32.7514974105608018817292759194970130920410
21,37.9971878192609580082717002369463443756104
21,43.9852457571422092996726860292255878448486
21,50.9473511899398658897553104907274246215820
21,59.3259941202301206431002356112003326416016
21,70.2556886280189019089448265731334686279297
22,0.0642676287448178812367061141230806242675
22,0.3389672548149242348181076067703543230891
22,0.8345899854491928282484991541423369199038
22,1.5537133867500287909280132225831039249897
22,2.5000062367361826076717079558875411748886
22,3.6784203444636496271868963958695530891418
22,5.0953490689687574999311436840798705816269
22,6.7588355158135486888681953132618218660355
22,8.6788533136784149490949857863597571849823
22,10.8676868935405970262308983365073800086975
22,13.3404510514952487909567935275845229625702
22,16.1158113387663313176290103001520037651062
22,19.2170036849013214919068559538573026657104
22,22.6733166014345464134294161340221762657166
22,26.5223195876371029555684799561277031898499
22,30.8133579445065279855953122023493051528931
22,35.6133352031961720740582677535712718963623
22,41.0169685984716778648362378589808940887451
22,47.1667578491535550710977986454963684082031
22,54.2973852565789840696197643410414457321167
22,62.8570962462989797359114163555204868316650
22,73.9955070085995885165175423026084899902344
23,0.0615320377575316324048060323548270389438
23,0.3245113291545526079673322783492039889097
23,0.7988739686929845484897327878570649772882
23,1.4868863342221974033208198306965641677380
23,2.3917558297927752342104668059619143605232
23,3.5177974425035345440448963927337899804115
23,4.8705603687334591000990258180536329746246
23,6.4569913067677395801524653506930917501450
23,8.2856518925979880663135190843604505062103
23,10.3670090434457762285092030651867389678955
23,12.7138250281625886373149114660918712615967
23,15.3416875728885386820365965832024812698364
23,18.2697423938959815359339700080454349517822
23,21.5217278508141554027588426833972334861755
23,25.1274771301154409286482405150309205055237
23,29.1251751087510157844917557667940855026245
23,33.5648965631163633815958746708929538726807
23,38.5144596771806462243148416746407747268677
23,44.0698078148710692403255961835384368896484
23,50.3752266030435933430453587789088487625122
23,57.6683043504341412699432112276554107666016
23,66.4028730683451158256502822041511535644531
23,77.7432272847124750114744529128074645996094
24,0.0590198521815044063743016522494144737720
24,0.3112391461984861940059943208325421437621
24,0.7660969055459310173006315380916930735111
24,1.4255975908036111476917540130671113729477
24,2.2925620586321873162205520202405750751495
24,3.3707742642090092743956120102666318416595
24,4.6650837034671779335326391446869820356369
24,6.1815351187367530982896823843475431203842
24,7.9275392471721541909346342436037957668304
24,9.9120980150777100448067358229309320449829
24,12.1461027117297835076215051230974495410919
24,14.6427322895966671723044782993383705615997
24,17.4179926465089671694386197486892342567444
24,20.4914600826164097213677450781688094139099
24,23.8873298481697453610195225337520241737366
24,27.6359371743326889259151357691735029220581
24,31.7760413523747544672914955299347639083862
24,36.3584058016515285771674825809895992279053
24,41.4517204848707550013386935461312532424927
24,47.1531064451561832129300455562770366668701
24,53.6085745446950241444028506521135568618774
24,61.0585314472188400714003364555537700653076
24,69.9622400351049975597561569884419441223145
24,81.4982792339488781863110489211976528167725
25,0.0567047754527062464191544677305500954390
25,0.2990108985869903701626526526524685323238
25,0.7359095554350131296317272244777996093035
25,1.3691831160351966012456159660359844565392
25,2.2013260537214782708304028346901759505272
25,3.2356758035580335253200701117748394608498
25,4.4764966150738176864365414076019078493118
25,5.9290837627004577825573505833745002746582
25,7.5998993099567577758080005878582596778870
25,9.4967492209324291252414695918560028076172
25,11.6290149117787464660978002939373254776001
25,14.0079579765450663586534574278630316257477
25,16.6471255972887739460475131636485457420349
25,19.5628980114690556035839108517393469810486
25,22.7752419868350592935257736826315522193909
25,26.3087723909688619983171520289033651351929
25,30.1942911633160804285580525174736976623535
25,34.4710975719220229507300246041268110275269
25,39.1906088039374012055304774548858404159546
25,44.4223493361620072050754970405250787734985
25,50.2645749938333992190564458724111318588257
25,56.8649671739402151615649927407503128051758
25,64.4666706159541149645519908517599105834961
25,73.5342347921001220356629346497356891632080
25,85.2601555624960099066811380907893180847168
26,0.0545644827179193048216632178082363680005
26,0.2877079791061165070509275665244786068797
26,0.7080160194786393468291407771175727248192
26,1.3170813660438278613895590751781128346920
26,2.1171209446284717792252649815054610371590
26,3.1110938788779254338123791967518627643585
26,4.3027708760403573506891916622407734394073
26,5.6968188261694558960357426258269697427750
26,7.2989099630701934628973504004534333944321
26,9.1158628972942210566543508321046829223633
26,11.1558249549375094744618763797916471958160
26,13.4285090324592228938627158640883862972260
26,15.9455039481433100689855564269237220287323
26,18.7206861454602950800563121447339653968811
26,21.7707746085414406422842148458585143089294
26,25.1160936623167607706363924080505967140198
26,28.7816468734501498261124652344733476638794
26,32.7986732184099594178405823186039924621582
26,37.2069826296128667308948934078216552734375
26,42.0586159244345765273465076461434364318848
26,47.4238993562815238647090154699981212615967
26,53.4021851972533667662901279982179403305054
26,60.1427756900767747083591530099511146545410
26,67.8914797054514309593287180177867412567139
26,77.1179990693328250017657410353422164916992
26,89.0284027504107484674022998660802841186523
27,0.0525798982063713782331149104720680043101
27,0.2772291059877047825210638620774261653423
27,0.6821639113780105789786034620192367583513
27,1.2688141807507544722710690621170215308666
27,2.0391592782504694980616477550938725471497
27,2.9958355818751574162206452456302940845490
27,4.1421944825632603937037856667302548885345
27,5.4823717160490730293531669303774833679199
27,7.0213760246055674230092336074449121952057
27,8.7652027168507196108748757978901267051697
27,10.7209790459968541398438901524059474468231
27,12.8971509019097574366696790093556046485901
27,15.3037241970689059655796881997957825660706
27,17.9525801640106621448467194568365812301636
27,20.8578927434711793864607898285612463951111
27,24.0366903859831282375125738326460123062134
27,27.5096276336757803449017956154420971870422
27,31.3020707920210767838398169260472059249878
27,35.4456706661328979635072755627334117889404
27,39.9807226211267092708112613763660192489624
27,44.9598647853379063121792569290846586227417
27,50.4541961527277464938379125669598579406738
27,56.5641309015183892938694043550640344619751
27,63.4405466846888614895760838408023118972778
27,71.3318480551601226125058019533753395080566
27,80.7127638470958572725066915154457092285156
27,92.8026135255567936610532342456281185150146
28,0.0507346248498694099571260096581681864336
28,0.2674872686407330779623237049236195161939
28,0.6581366283548024664895592650282196700573
28,1.2239718083849282503905442354152910411358
28,1.9667676124737840659406629129080101847649
28,2.8888833260303221628362280171131715178490
28,3.9933116592501267660964003880508244037628
28,5.2837360628434515419371564348693937063217
28,6.7646034042435152500161166244652122259140
28,8.4412163282713219558672790299169719219208
28,10.3198504629932763521082961233332753181458
28,12.4079034144606534795229890733025968074799
28,14.7140851641357439660851014195941388607025
28,17.2486634156080498314622673206031322479248
28,20.0237833299517546947754453867673873901367
28,23.0538901350303220283421978820115327835083
28,26.3562973744012722931984171736985445022583
28,29.9519668335961988248072884744033217430115
28,33.8666055165844639418537553865462541580200
28,38.1322544101946547812076460104435682296753
28,42.7896723707726209795509930700063705444336
28,47.8920716336228338150249328464269638061523
28,53.5112979596642972524023207370191812515259
28,59.7487960846411070292560907546430826187134
28,66.7569772839066075675873435102403163909912
28,74.7867781523392523013171739876270294189453
28,84.3178371072270635977474739775061607360840
28,96.5824206275274406152675510384142398834229
29,0.0490144899947082823832289477650192566216
29,0.2584072979187682084223354195273714140058
29,0.6357472158006736151492077624425292015076
29,1.1822010556248296886394655302865430712700
29,1.8993664980026769839582811982836574316025
29,2.7893635383562980223359772935509681701660
29,3.8548761581952888377600174862891435623169
29,5.0992000886985922036842566740233451128006
29,6.5263028851929156815003807423636317253113
29,8.1408997332230406129838229389861226081848
29,9.9485488936348787092356360517442226409912
29,11.9557719440426293289192472002469003200531
29,14.1702058433205859699910433846525847911835
29,16.6007965523156748588462505722418427467346
29,19.2580479131307349405233253492042422294617
29,22.1543454348716046808931423583999276161194
29,25.3043837630501471380739531014114618301392
29,28.7257410252663447636223281733691692352295
29,32.4396667423244693395645299460738897323608
29,36.4721897136395085681215277872979640960693
29,40.8557223367291300064607639797031879425049
29,45.6314677012779412734744255430996417999268
29,50.8531915159901402034847706090658903121948
29,56.5934628966618191725501674227416515350342
29,62.9547285011492192552395863458514213562012
29,70.0908945964241780757220112718641757965088
29,78.2553704194105961278182803653180599212646
29,87.9325936429861627630089060403406620025635
29,100.3674916027665631190757267177104949951172
30,0.0474071805408050606089886969130020588636
30,0.2499239167531525640519873832090524956584
30,0.6148334543927659323614420827652793377638
30,1.1431958256660996742226643618778325617313
30,1.8364545546225645722415720229037106037140
30,2.6965218745572014924505310773383826017380
30,3.7258145077794968536011310789035633206367
30,4.9272937658498792146133382630068808794022
30,6.3045155909650709702418680535629391670227
30,7.8616932933702656782770645804703235626221
30,9.6037759854792543734447463066317141056061
30,11.5365465979561374609829726978205144405365
30,13.6667446930642473290617999737150967121124
30,16.0022211889810783702614571666345000267029
30,18.5521348401431787067394907353445887565613
30,21.3272043217830997718920116312801837921143
30,24.3400357645327005684521282091736793518066
30,27.6055547967809502551972400397062301635742
30,31.1415867011112084128399146720767021179199
30,34.9696520082491062453300401102751493453979
30,39.1160849490678970141743775457143783569336
30,43.6136529084847239801092655397951602935791
30,48.5039861638041855940173263661563396453857
30,53.8413854065074772847765416372567415237427
30,59.6991218592355750161004834808409214019775
30,66.1806177944385467526444699615240097045898
30,73.4412385955597812881023855879902839660645
30,81.7368105067274370867380639538168907165527
30,91.5564665225367946277401642873883247375488
30,104.1575244310587464724449091590940952301025
31,0.0459019476211017796174473915016278624535
31,0.2419801638247717212593101976381149142981
31,0.5952538942223507545392635620373766869307
31,1.1066894995330114337406257618567906320095
31,1.7775956928747842500371234564227052032948
31,2.6097034152566691567187717737397179007530
31,3.6051968023400560170443895913194864988327
31,4.7667470844717669820056471507996320724487
31,6.0975545671817465986919160059187561273575
31,7.6014009492331373607498790079262107610703
31,9.2827143134709011462746275356039404869080
31,11.1466497556193200324514691601507365703583
31,13.1991895762449900075807818211615085601807
31,15.4472683155492944706566049717366695404053
31,17.8989298266447605101348017342388629913330
31,20.5635263367157854474953637691214680671692
31,23.4519734820118159746016317512840032577515
31,26.5770813521182134309128741733729839324951
31,29.9539908723464520790003007277846336364746
31,33.6007595329022095143045589793473482131958
31,37.5391644073303609729919116944074630737305
31,41.7958308701821152908451040275394916534424
31,46.4038668064111448074982035905122756958008
31,51.4053144767977983065065927803516387939453
31,56.8549928687158612206076213624328374862671
31,62.8268559087865199330735777039080858230591
31,69.4252771910803403443424031138420104980469
31,76.8070477638628545946630765683948993682861
31,85.2303586075455257287103449925780296325684
31,95.1889398915258766464830841869115829467773
31,107.9522438275787408201722428202629089355469
32,0.0444893658332749519779270030994666740298
32,0.2345261095196159162323823466067551635206
32,0.5768846293018937698704462491150479763746
32,1.0724487538178271162081500733620487153530
32,1.7224087764446514015048705914523452520370
32,2.5283367064257893375156527326907962560654
32,3.4922132730219939134030937566421926021576
32,4.6164567697497691511898665339685976505280
32,5.9039585041742457249824838072527199983597
32,7.3581267331862454383895055798348039388657
32,8.9829409242126079249146641814149916172028
32,10.7830186325399690616677617072127759456635
32,12.7636979867427164947457640664651989936829
32,14.9311397555225493505304257269017398357391
32,17.2924543367153127348956331843510270118713
32,19.8558609403360506462377088610082864761353
32,22.6308890131967572756366280373185873031616
32,25.6286360224592897338879993185400962829590
32,28.8621018163234843711961730150505900382996
32,32.3466291539647912145483132917433977127075
32,36.1004948057518859627634810749441385269165
32,40.1457197715394542569811164867132902145386
32,44.5092079957549202617883565835654735565186
32,49.2243949873086563684410066343843936920166
32,54.3337213333968733763867930974811315536499
32,59.8925091621339262815126858185976743698120
32,65.9753772879351174651674227789044380187988
32,72.6876280906628267075575422495603561401367
32,80.1874469779136376246242434717714786529541
32,88.7353404178922318124023149721324443817139
32,98.8295428682840366718664881773293018341064
32,111.7513980979378942492985515855252742767334
33,0.0431611356173300375616008750512264668941
33,0.2275178028033661425943989797815447673202
33,0.5596166558515283107055893196957185864449
33,1.0402685077509856714783609277219511568546
33,1.6705591960757180114427455919212661683559
33,2.4519207958976156902508591883815824985504
33,3.3861553375879975824602752254577353596687
33,4.4754594983997852963852892571594566106796
33,5.7224547202721076644138520350679755210876
33,7.1302243444000978911390120629221200942993
33,8.7023592306213970459793927147984504699707
33,10.4430136502059855985180547577328979969025
33,12.3569737593502964045910630375146865844727
33,14.4497416815855164173854063847102224826813
33,16.7276392186383162652418832294642925262451
33,19.1979365872124816405630554072558879852295
33,21.8690135249282278095961373765021562576294
33,24.7505629061577536731419968418776988983154
33,27.8538511114133378043788979994133114814758
33,31.1920555455751831175348343094810843467712
33,34.7807091535383960945182479918003082275391
33,38.6382967177740042075129167642444372177124
33,42.7870720782535087778342131059616804122925
33,47.2542066029932570359051169361919164657593
33,52.0734519015142254261263587977737188339233
33,57.2876345410929204149397264700382947921753
33,62.9525659469066098949951992835849523544312
33,69.1435133801099226502628880552947521209717
33,75.9666870142468582116634934209287166595459
33,83.5816372232710449452497414313256740570068
33,92.2511394441350773831800324842333793640137
33,102.4778443368234945864969631657004356384277
33,115.5547564489957892419624840840697288513184
34,0.0419099200200685681472201338237937306985
34,0.2209164019523589261861928889629780314863
34,0.5433536945565473619268459515296854078770
34,1.0099677654843262075701204594224691390991
34,1.6217519534739339714946027015685103833675
34,2.3800146262422856580087682232260704040527
34,3.2864001540017713232089135999558493494987
34,4.3429101670516860878024090197868645191193
34,5.5519292890365790071882656775414943695068
34,6.9162567116922701870862510986626148223877
34,8.4391447956883762770985413226298987865448
34,10.1243461089434951816201646579429507255554
34,11.9761707008350555270226323045790195465088
34,13.9995559470163843940326842130161821842194
34,16.2001520284943119065701466752216219902039
34,18.5844271074098834617416287073865532875061
34,21.1597976498749744678207207471132278442383
34,23.9347913065866961801475554239004850387573
34,26.9192525812236880256023141555488109588623
34,30.1246056523680039163082255981862545013428
34,33.5641949165005897270930290687829256057739
34,37.2537333511033281752133916597813367843628
34,41.2119038577307676973759953398257493972778
34,45.4611833064408230598019144963473081588745
34,50.0290005412992044853126571979373693466187
34,54.9494128939528039268225256819278001785278
34,60.2656216846800987241294933483004570007324
34,66.0339149235307729668420506641268730163574
34,72.3301930777911223913179128430783748626709
34,79.2615544877956779146188637241721153259277
34,86.9888868149473069024679716676473617553711
34,95.7771904221880276963929645717144012451172
34,106.1334484823823913757223635911941528320312
34,119.3621066777035650829930091276764869689941
35,0.0407292090617023608278834956308855907992
35,0.2146874527351443073808212602671119384468
35,0.5280103843193539869815822385135106742382
35,0.9813861734590794139165836895699612796307
35,1.5757259475774521018109908254700712859631
35,2.3122282965132230359017739829141646623611
35,3.1923979394931234487842175440164282917976
35,4.2180641250297252753398424829356372356415
35,5.3914027346738393475789052899926900863647
35,6.7149632799157386031652094970922917127609
35,8.1917017588376328518506852560676634311676
35,9.8250204970927352832177348318509757518768
35,11.6188163889073567958121202536858618259430
35,13.5775393573078151376876121503300964832306
35,15.7062633957627788561239867703989148139954
35,18.0107732878351320948695502011105418205261
35,20.4976711071466226599113724660128355026245
35,23.1745079977992674002962303347885608673096
35,26.0499487103703017965017352253198623657227
35,29.1339792095444458652764296857640147209167
35,32.4381718376780483481525152456015348434448
35,35.9760287698940501854849571827799081802368
35,39.7634341048003108198827248997986316680908
35,43.8192601186066568175192514900118112564087
35,48.1661979740187007337226532399654388427734
35,52.8319250580155497232226480264216661453247
35,57.8507950221343918428829056210815906524658
35,63.2663736753846990268357330933213233947754
35,69.1354138836481553198609617538750171661377
35,75.5344351347297902066202368587255477905273
35,82.5714055235827260048608877696096897125244
35,90.4085238644007915809197584167122840881348
35,99.3129736594411838268570136278867721557617
35,109.7959909449066628894797759130597114562988
35,123.1732531753761747950193239375948905944824
36,0.0396132064085840882028399789760442217812
36,0.2088002856543385299392667775464360602200
36,0.5135107755351765446150125171698164194822
36,0.9543811530791415087549012241652235388756
36,1.5322492253938282402714321506209671497345
36,2.2482158178543931725812399236019700765610
36,3.1036614904980255325028792867669835686684
36,4.1002625456990218211217325006145983934402
36,5.2400101087546797629102002247236669063568
36,6.5252333304676577441227891540620476007462
36,7.9586275089987612574304876034148037433624
36,9.5432880352785094402179311146028339862823
36,11.2827512866626555876337079098448157310486
36,13.1810439002486834425553752225823700428009
36,15.2427422665603238272069575032219290733337
36,17.4730446314148935016419272869825363159180
36,19.8778589330799633216884103603661060333252
36,22.4639105143910953188424173276871442794800
36,25.2388752573023324998757743742316961288452
36,28.2115456768822632227511348901316523551941
36,31.3920403742148934611577715259045362472534
36,34.7920714480039876548289612401276826858521
36,38.4252907648012325125819188542664051055908
36,42.3077456720764288888858573045581579208374
36,46.4584900429048417436206364072859287261963
36,50.9004215033234146403628983534872531890869
36,55.6614579146838011070030916016548871994019
36,60.7762406845287443957204231992363929748535
36,66.2886906802539641603289055638015270233154
36,72.2560147544564870258909650146961212158203
36,78.7553381627814985677105141803622245788574
36,85.8954814294965984800001024268567562103271
36,93.8399297848416438228014158084988594055176
36,102.8580101471192591588987852446734905242920
36,113.4651354897069239768825354985892772674561
36,126.9880151966414132402860559523105621337891
37,0.0385567341860179324530832900563837029040
37,0.2032275099409562857388777956657577306032
37,0.4997870664422645603508499334566295146942
37,0.9288254993469274856110473592707421630621
37,1.4911150120426168719234283344121649861336
37,2.1876690719353169001237802149262279272079
37,3.0197574676425054107653522805776447057724
37,3.9889203029415796208922984078526496887207
37,5.0969845446049957260470364417415112257004
37,6.3460840606495461102554145327303558588028
37,7.7386838135364408586269746592734009027481
37,9.2776089418062088753913485561497509479523
37,10.9660796313107926636121192132122814655304
37,12.8077529125453981606597153586335480213165
37,14.8067728324577618792545763426460325717926
37,16.9678308616097126559907337650656700134277
37,19.2962389481894405207640375010669231414795
37,21.7980183744676025980879785493016242980957
37,24.4800085907496551840267784427851438522339
37,27.3500016196378261668087361613288521766663
37,30.4169096274563983683947299141436815261841
37,33.6909761434262406964990077540278434753418
37,37.1840456392225249260263808537274599075317
37,40.9099125297805485956814663950353860855103
37,44.8847804151547222772933309897780418395996
37,49.1278778067197166024016041774302721023560
37,53.6623017386942251505388412624597549438477
37,58.5162032201499755501572508364915847778320
37,63.7245035754449560272405506111681461334229
37,69.3314700269659596187921124510467052459717
37,75.3947533016970226071862271055579185485840
37,81.9920720001922660458149039186537265777588
37,89.2330827282335974359739338979125022888184
37,97.2825336663495505717946798540651798248291
37,106.4118573194837438222748460248112678527832
37,117.1405711133351132957614026963710784912109
37,130.8062253516498572025739122182130813598633
38,0.0375551526313591121919444049126468598843
38,0.1979445866474035808924014645526767708361
38,0.4867785379490493502530057412513997405767
38,0.9046053592858805947329869923123624175787
38,1.4521383743802589449956030875910073518753
38,2.1303127444946339252851430501323193311691
38,2.9402991064124597286877360602375119924545
38,3.8835158623813486045150966674555093050003
38,4.9616435945104964133633984602056443691254
38,6.1766424488475166754142264835536479949951
38,7.5307730487089701298941690765786916017532
38,9.0266215371404854295178665779531002044678
38,10.6671294763663713212054062751121819019318
38,12.4556295141646220514530796208418905735016
38,14.3958879671303048297659188392572104930878
38,16.4921557852412696831834182376042008399963
38,18.7492297772184031146025517955422401428223
38,21.1725265302071079531742725521326065063477
38,23.7681722062360947234083141665905714035034
38,26.5431124242854217243348102783784270286560
38,29.5052478645004470081403269432485103607178
38,32.6636032495133505904050252865999937057495
38,36.0285402626160546901701309252530336380005
38,39.6120292258712822786037577316164970397949
38,43.4280007568823620545117591973394155502319
38,47.4928084553837592807212786283344030380249
38,51.8258492113467141848559549544006586074829
38,56.4504130762562823520056554116308689117432
38,61.3948775208876824649451009463518857955933
38,66.6944365775588607903046067804098129272461
38,72.3936957577719795153825543820858001708984
38,78.5507402204204652207408798858523368835449
38,85.2438702299699144759870250709354877471924
