n,y_i
17,0.1784841814958478558506774936540655574754
17,0.3512317634538763152971855170953460050405
17,0.5126905370864769678862465686295518745829
17,0.6576711592166907658503022166430023351478
17,0.7815140038968014069252300555204760502240
17,0.8802391537269859021229556944881556926234
17,0.9506755217687677612227169578958030214434
17,0.9905754753144173356754340199406652765078
18,-0.9915651684209309467300160047061507702526
18,-0.9558239495713977551811958929297763099728
18,-0.8926024664975557392060605911271455154079
18,-0.8037049589725231156824174550145907971033
18,-0.6916870430603532078748910812888483894523
18,-0.5597708310739475346078715485253291369276
18,-0.4117511614628426460359317938330516370790
18,-0.2518862256915055095889728548779112301629
18,-0.08477501304173530124226185293578381173332
18,0.08477501304173530124226185293578381173332
18,0.2518862256915055095889728548779112301629
18,0.4117511614628426460359317938330516370790
18,0.5597708310739475346078715485253291369276
18,0.6916870430603532078748910812888483894523
18,0.8037049589725231156824174550145907971033
18,0.8926024664975557392060605911271455154079
18,0.9558239495713977551811958929297763099728
18,0.9915651684209309467300160047061507702526
19,-0.9924068438435844031890176702532604935893
19,-0.9602081521348300308527788406876515266151
19,-0.9031559036148179016426609285323124878094
19,-0.8227146565371428249789224867127139017745
19,-0.7209661773352293786170958608237816296571
19,-0.6005453046616810234696381649462392798683
19,-0.4645707413759609457172671481041023679763
19,-0.3165640999636298319901173288498449178923
19,-0.1603586456402253758680961157407435495049
19,0
19,0.1603586456402253758680961157407435495049
19,0.3165640999636298319901173288498449178923
19,0.4645707413759609457172671481041023679763
19,0.6005453046616810234696381649462392798683
19,0.7209661773352293786170958608237816296571
19,0.8227146565371428249789224867127139017745
19,0.9031559036148179016426609285323124878094
19,0.9602081521348300308527788406876515266151
19,0.9924068438435844031890176702532604935893
20,-0.9931285991850949247861223884713202782226
20,-0.9639719272779137912676661311972772219121
20,-0.9122344282513259058677524412032981130492
20,-0.8391169718222188233945290617015206853296
20,-0.7463319064601507926143050703556415903107
20,-0.6360536807265150254528366962262859367434
20,-0.5108670019508270980043640509552509984255
20,-0.3737060887154195606725481770249272373957
20,-0.2277858511416450780804961953685746247431
20,-0.07652652113349733375464040939883821100480
20,0.07652652113349733375464040939883821100480
20,0.2277858511416450780804961953685746247431
20,0.3737060887154195606725481770249272373957
20,0.5108670019508270980043640509552509984255
20,0.6360536807265150254528366962262859367434
20,0.7463319064601507926143050703556415903107
20,0.8391169718222188233945290617015206853296
20,0.9122344282513259058677524412032981130492
20,0.9639719272779137912676661311972772219121
20,0.9931285991850949247861223884713202782226
21,-0.9937521706203895002602420359379409291933
21,-0.9672268385663062943166222149076951614247
21,-0.9200993341504008287901871337149688941591
21,-0.8533633645833172836472506385875676702761
21,-0.7684399634756779086158778513062280348210
21,-0.6671388041974123193059666699903391625970
21,-0.5516188358872198070590187967243132866221
21,-0.4243421202074387835736688885437880520964
21,-0.2880213168024010966007925160646003199090
21,-0.1455618541608950909370309823386863301163
21,0
21,0.1455618541608950909370309823386863301163
21,0.2880213168024010966007925160646003199090
21,0.4243421202074387835736688885437880520964
21,0.5516188358872198070590187967243132866221
21,0.6671388041974123193059666699903391625970
21,0.7684399634756779086158778513062280348210
21,0.8533633645833172836472506385875676702761
21,0.9200993341504008287901871337149688941591
21,0.9672268385663062943166222149076951614247
21,0.9937521706203895002602420359379409291933
22,-0.9942945854823992920730314211612989803931
22,-0.9700604978354287271239509867652687108060
22,-0.9269567721871740005206929392590531966353
22,-0.8658125777203001365364256370193787290848
22,-0.7878168059792081620042779554083515213882
22,-0.6944872631866827800506898357622567712673
22,-0.5876404035069115929588769276386473488776
22,-0.4693558379867570264063307109664063460953
22,-0.3419358208920842251581474204273796195592
22,-0.2078604266882212854788465339195457342157
22,-0.06973927331972222121384179611862808182230
22,0.06973927331972222121384179611862808182230
22,0.2078604266882212854788465339195457342157
22,0.3419358208920842251581474204273796195592
22,0.4693558379867570264063307109664063460953
22,0.5876404035069115929588769276386473488776
22,0.6944872631866827800506898357622567712673
22,0.7878168059792081620042779554083515213882
22,0.8658125777203001365364256370193787290848
22,0.9269567721871740005206929392590531966353
22,0.9700604978354287271239509867652687108060
22,0.9942945854823992920730314211612989803931
23,-0.9947693349975521235239257154455743605736
23,-0.9725424712181152319560240768207773751816
23,-0.9329710868260161023491969890384229782357
23,-0.8767523582704416673781568859341456716389
23,-0.8048884016188398921511184069967785579414
23,-0.7186613631319501944616244837486188483299
23,-0.6196098757636461563850973116495956533872
23,-0.5095014778460075496897930478668464305448
23,-0.3903010380302908314214888728806054585781
23,-0.2641356809703449305338695382833096029790
23,-0.1332568242984661109317426822417661370104
23,0
23,0.1332568242984661109317426822417661370104
23,0.2641356809703449305338695382833096029790
23,0.3903010380302908314214888728806054585781
23,0.5095014778460075496897930478668464305448
23,0.6196098757636461563850973116495956533872
23,0.7186613631319501944616244837486188483299
23,0.8048884016188398921511184069967785579414
23,0.8767523582704416673781568859341456716389
23,0.9329710868260161023491969890384229782357
23,0.9725424712181152319560240768207773751816
23,0.9947693349975521235239257154455743605736
24,-0.9951872199970213601799974097007368118746
24,-0.9747285559713094981983919930081690617412
24,-0.9382745520027327585236490017087214496548
24,-0.8864155270044010342131543419821967550873
24,-0.8200019859739029219539498726697452080761
24,-0.7401241915785543642438281030999784255233
24,-0.6480936519369755692524957869107476266697
24,-0.5454214713888395356583756172183723700108
24,-0.4337935076260451384870842319133497124524
24,-0.3150426796961633743867932913198102407865
24,-0.1911188674736163091586398207570696318404
24,-0.06405689286260562608504308262474503859100
24,0.06405689286260562608504308262474503859100
24,0.1911188674736163091586398207570696318404
24,0.3150426796961633743867932913198102407865
24,0.4337935076260451384870842319133497124524
24,0.5454214713888395356583756172183723700108
24,0.6480936519369755692524957869107476266697
24,0.7401241915785543642438281030999784255233
24,0.8200019859739029219539498726697452080761
24,0.8864155270044010342131543419821967550873
24,0.9382745520027327585236490017087214496548
24,0.9747285559713094981983919930081690617412
24,0.9951872199970213601799974097007368118746
25,-0.9955569697904980979087849468939016172576
25,-0.9766639214595175114983153864795940677454
25,-0.9429745712289743394140111696584705319052
25,-0.8949919978782753688510420067828049541746
25,-0.8334426287608340014210211086935695694610
25,-0.7592592630373576305772828652043609763875
25,-0.6735663684734683644851206332476221758834
25,-0.5776629302412229677236898416126540673957
25,-0.4730027314457149605221821150091920413318
25,-0.3611723058093878377358217301276406674221
25,-0.2438668837209884320451903627974515864056
25,-0.1228646926107103963873598188080368055322
25,0
25,0.1228646926107103963873598188080368055322
25,0.2438668837209884320451903627974515864056
25,0.3611723058093878377358217301276406674221
25,0.4730027314457149605221821150091920413318
25,0.5776629302412229677236898416126540673957
25,0.6735663684734683644851206332476221758834
25,0.7592592630373576305772828652043609763875
25,0.8334426287608340014210211086935695694610
25,0.8949919978782753688510420067828049541746
25,0.9429745712289743394140111696584705319052
25,0.9766639214595175114983153864795940677454
25,0.9955569697904980979087849468939016172576
26,-0.9958857011456169290032169593229060259569
26,-0.9783854459564709911005803543119263054469
26,-0.9471590666617142501359152835180367545207
26,-0.9026378619843070742176655992312102513411
26,-0.8454459427884980187975070614678381615721
26,-0.7763859488206788561929672472422838669762
26,-0.6964272604199572648638139137294246978608
26,-0.6066922930176180632319787469168870544353
26,-0.5084407148245057176957030647255691753763
26,-0.4030517551234863064810773770988831036599
26,-0.2920048394859568951428353820778302968847
26,-0.1768588203568901839690577484183447499774
26,-0.05923009342931320709371857519840336079023
26,0.05923009342931320709371857519840336079023
26,0.1768588203568901839690577484183447499774
26,0.2920048394859568951428353820778302968847
26,0.4030517551234863064810773770988831036599
26,0.5084407148245057176957030647255691753763
26,0.6066922930176180632319787469168870544353
26,0.6964272604199572648638139137294246978608
26,0.7763859488206788561929672472422838669762
26,0.8454459427884980187975070614678381615721
26,0.9026378619843070742176655992312102513411
26,0.9471590666617142501359152835180367545207
26,0.9783854459564709911005803543119263054469
26,0.9958857011456169290032169593229060259569
27,-0.9961792628889885669388872083812299902607
27,-0.9799234759615012228558733556610471845676
27,-0.9509005578147050068519080306438828930926
27,-0.9094823206774911043006450182096892549480
27,-0.8562079080182944903027372227068427977643
27,-0.7917716390705082271443973441072707329194
27,-0.7170134737394236992948162116423395497507
27,-0.6329079719464951409277346376344886121031
27,-0.5405515645794568949003009415599828209592
27,-0.4411482517500268805859741556892814524477
27,-0.3359939036385088997303190342072845417900
27,-0.2264593654395368588572391073602301711794
27,-0.1139725856095299669328949838699766271733
27,0
27,0.1139725856095299669328949838699766271733
27,0.2264593654395368588572391073602301711794
27,0.3359939036385088997303190342072845417900
27,0.4411482517500268805859741556892814524477
27,0.5405515645794568949003009415599828209592
27,0.6329079719464951409277346376344886121031
27,0.7170134737394236992948162116423395497507
27,0.7917716390705082271443973441072707329194
27,0.8562079080182944903027372227068427977643
27,0.9094823206774911043006450182096892549480
27,0.9509005578147050068519080306438828930926
27,0.9799234759615012228558733556610471845676
27,0.9961792628889885669388872083812299902607
28,-0.9964424975739544499504363904833109917501
28,-0.9813031653708727536945599458078302764442
28,-0.9542592806289381972541018397052155890034
28,-0.9156330263921320738696894233299271463525
28,-0.8658925225743950489422545673796868043419
28,-0.8056413709171791714478859554252776586717
28,-0.7356108780136317720281445102925343680161
28,-0.6566510940388649612198981765067428215696
28,-0.5697204718114017193080032833564309331247
28,-0.4758742249551182610344118476674340426272
28,-0.3762515160890787102213572095560869828717
28,-0.2720616276351780776768263561257697348248
28,-0.1645692821333807712814717778911654571457
28,-0.05507928988403427042651652734187997785080
28,0.05507928988403427042651652734187997785080
28,0.1645692821333807712814717778911654571457
28,0.2720616276351780776768263561257697348248
28,0.3762515160890787102213572095560869828717
28,0.4758742249551182610344118476674340426272
28,0.5697204718114017193080032833564309331247
28,0.6566510940388649612198981765067428215696
28,0.7356108780136317720281445102925343680161
28,0.8056413709171791714478859554252776586717
28,0.8658925225743950489422545673796868043419
28,0.9156330263921320738696894233299271463525
28,0.9542592806289381972541018397052155890034
28,0.9813031653708727536945599458078302764442
28,0.9964424975739544499504363904833109917501
29,-0.9966794422605965861631915325493538856518
29,-0.9825455052614131748709260157863769561068
29,-0.9572855957780877257982080369808235637376
29,-0.9211802329530587850937534360831064254088
29,-0.8746378049201027904177934212565785469106
29,-0.8181854876152524449895722145787849756300
29,-0.7524628517344771339126100772121381902126
29,-0.6782145376026865151561850053919859263883
29,-0.5962817971382278203795862111889897800782
29,-0.5075929551242276421026279196275201533512
29,-0.4131528881740086638907065860316168233234
29,-0.3140316378676399349481959231910474482584
29,-0.2113522861660010745063757289029374990567
29,-0.1062782301326792301709823924303769809172
29,0
29,0.1062782301326792301709823924303769809172
29,0.2113522861660010745063757289029374990567
29,0.3140316378676399349481959231910474482584
29,0.4131528881740086638907065860316168233234
29,0.5075929551242276421026279196275201533512
29,0.5962817971382278203795862111889897800782
29,0.6782145376026865151561850053919859263883
29,0.7524628517344771339126100772121381902126
29,0.8181854876152524449895722145787849756300
29,0.8746378049201027904177934212565785469106
29,0.9211802329530587850937534360831064254088
29,0.9572855957780877257982080369808235637376
29,0.9825455052614131748709260157863769561068
29,0.9966794422605965861631915325493538856518
30,-0.9968934840746495402716300509186952833409
30,-0.9836681232797472099700325816056628019403
30,-0.9600218649683075122168710255817976629304
30,-0.9262000474292743258793242770804740040865
30,-0.8825605357920526815431164625302255900567
30,-0.8295657623827683974428981197325019164391
30,-0.7677774321048261949179773409745031316949
30,-0.6978504947933157969322923880266400683824
30,-0.6205261829892428611404775564311892992074
30,-0.5366241481420198992641697933110727941642
30,-0.4470337695380891767806099003228540001624
30,-0.3527047255308781134710372070893738606536
30,-0.2546369261678898464398051298178051078828
30,-0.1538699136085835469637946727432559204186
30,-0.05147184255531769583302521316672257374914
30,0.05147184255531769583302521316672257374914
30,0.1538699136085835469637946727432559204186
30,0.2546369261678898464398051298178051078828
30,0.3527047255308781134710372070893738606536
30,0.4470337695380891767806099003228540001624
30,0.5366241481420198992641697933110727941642
30,0.6205261829892428611404775564311892992074
30,0.6978504947933157969322923880266400683824
30,0.7677774321048261949179773409745031316949
30,0.8295657623827683974428981197325019164391
30,0.8825605357920526815431164625302255900567
30,0.9262000474292743258793242770804740040865
30,0.9600218649683075122168710255817976629304
30,0.9836681232797472099700325816056628019403
30,0.9968934840746495402716300509186952833409
31,-0.9970874818194770740556265542231025082514
31,-0.9846859096651524840024651667346847109385
31,-0.9625039250929496617890524041058583018972
31,-0.9307569978966481649569457597292635128134
31,-0.8897600299482710433741920089821592615436
31,-0.8399203201462673400869045359401783560547
31,-0.7817331484166249404063600201946844910954
31,-0.7157767845868532839059708653664859558902
31,-0.6427067229242603461844182032325014539917
31,-0.5632491614071492627209449235951614279486
31,-0.4781937820449024804405940393564857484395
31,-0.3883859016082329430613514612875201019851
31,-0.2947180699817016166179038976717043387529
31,-0.1981211993355706287724129960328339377748
31,-0.09955531215234152032517479011894073383900
31,0
31,0.09955531215234152032517479011894073383900
31,0.1981211993355706287724129960328339377748
31,0.2947180699817016166179038976717043387529
31,0.3883859016082329430613514612875201019851
31,0.4781937820449024804405940393564857484395
31,0.5632491614071492627209449235951614279486
31,0.6427067229242603461844182032325014539917
31,0.7157767845868532839059708653664859558902
31,0.7817331484166249404063600201946844910954
31,0.8399203201462673400869045359401783560547
31,0.8897600299482710433741920089821592615436
31,0.9307569978966481649569457597292635128134
31,0.9625039250929496617890524041058583018972
31,0.9846859096651524840024651667346847109385
31,0.9970874818194770740556265542231025082514
32,-0.9972638618494815635449811286650407271385
32,-0.9856115115452683354001750446309019786324
32,-0.9647622555875064307738119281182749603889
32,-0.9349060759377396891709191348354093255287
32,-0.8963211557660521239653072437192122684790
32,-0.8493676137325699701336930049677425389549
32,-0.7944837959679424069630972989704289020955
32,-0.7321821187402896803874266650912671466303
32,-0.6630442669302152009751151686632383689770
32,-0.5877157572407623290407454764018268584509
32,-0.5068999089322293900237474743778212301803
32,-0.4213512761306353453641194361724264783359
32,-0.3318686022821276497799168057301879961958
32,-0.2392873622521370745446032091655015206089
32,-0.1444719615827964934851863735988106522038
32,-0.04830766568773831623481257044050216369085
32,0.04830766568773831623481257044050216369085
32,0.1444719615827964934851863735988106522038
32,0.2392873622521370745446032091655015206089
32,0.3318686022821276497799168057301879961958
32,0.4213512761306353453641194361724264783359
32,0.5068999089322293900237474743778212301803
32,0.5877157572407623290407454764018268584509
32,0.6630442669302152009751151686632383689770
32,0.7321821187402896803874266650912671466303
32,0.7944837959679424069630972989704289020955
32,0.8493676137325699701336930049677425389549
32,0.8963211557660521239653072437192122684790
32,0.9349060759377396891709191348354093255287
32,0.9647622555875064307738119281182749603889
32,0.9856115115452683354001750446309019786324
32,0.9972638618494815635449811286650407271385
33,-0.9974246942464552172661680175804041610782
33,-0.9864557262306424881103756982646259215892
33,-0.9668229096899927689283777066785922452183
33,-0.9386943726111683503558351243635537126144
33,-0.9023167677434335830405313315187616074752
33,-0.8580096526765040646430614801460684733274
33,-0.8061623562741665897962008707827771756977
33,-0.7472304964495621578590551248979482688543
33,-0.6817319599697427862682159469193281346689
33,-0.6102423458363790273072875135380974314063
33,-0.5333899047863476435488942649954921254527
33,-0.4518500172724506957259932772407670537988
33,-0.3663392577480733410702206232538711112969
33,-0.2776090971524970294032480672983210057548
33,-0.1864392988279915723357987592188239878373
33,-0.09363106585473338567074292412253772132151
33,0
33,0.09363106585473338567074292412253772132151
33,0.1864392988279915723357987592188239878373
33,0.2776090971524970294032480672983210057548
33,0.3663392577480733410702206232538711112969
33,0.4518500172724506957259932772407670537988
33,0.5333899047863476435488942649954921254527
33,0.6102423458363790273072875135380974314063
33,0.6817319599697427862682159469193281346689
33,0.7472304964495621578590551248979482688543
33,0.8061623562741665897962008707827771756977
33,0.8580096526765040646430614801460684733274
33,0.9023167677434335830405313315187616074752
33,0.9386943726111683503558351243635537126144
33,0.9668229096899927689283777066785922452183
33,0.9864557262306424881103756982646259215892
33,0.9974246942464552172661680175804041610782
34,-0.9975717537908419192433724374546292314005
34,-0.9872278164063094850497504310996849729488
34,-0.9687082625333442817646465730559935109678
34,-0.9421623974051070916316760254605729030062
34,-0.9078096777183244688008998890192874601624
34,-0.8659346383345644692635720906712998446966
34,-0.8168842279009336645915789065869732583931
34,-0.7610648766298730141874089689787368336045
34,-0.6989391132162629079330001065757771826378
34,-0.6310217270805285453177757555190082778109
34,-0.5578755006697466427364598862162745813374
34,-0.4801065451903270341941026805073971085874
34,-0.3983592777586459406314947529323515293425
34,-0.3133110813394632474583167656509779947712
34,-0.2256666916164494838686411809343472443522
34,-0.1361523572591829758944288243311178314973
34,-0.04550982195310254274907567085193016383108
34,0.04550982195310254274907567085193016383108
34,0.1361523572591829758944288243311178314973
34,0.2256666916164494838686411809343472443522
34,0.3133110813394632474583167656509779947712
34,0.3983592777586459406314947529323515293425
34,0.4801065451903270341941026805073971085874
34,0.5578755006697466427364598862162745813374
34,0.6310217270805285453177757555190082778109
34,0.6989391132162629079330001065757771826378
34,0.7610648766298730141874089689787368336045
34,0.8168842279009336645915789065869732583931
34,0.8659346383345644692635720906712998446966
34,0.9078096777183244688008998890192874601624
34,0.9421623974051070916316760254605729030062
34,0.9687082625333442817646465730559935109678
34,0.9872278164063094850497504310996849729488
34,0.9975717537908419192433724374546292314005
35,-0.9977065690996002972601631393120947251933
35,-0.9879357644438514980351170891854859853130
35,-0.9704376160392298332150704825847701425249
35,-0.9453451482078273295387259855299746448628
35,-0.9128542613593176144649370635557642304881
35,-0.8732191250252223315232823491413852666443
35,-0.8267498990922254068340506127485575790469
35,-0.7738102522869125552674230092098874810118
35,-0.7148145015566287832644086312244467469620
35,-0.6502243646658903886757928089845592633698
35,-0.5805453447497645099345020081896900709321
35,-0.5063227732414886150242975558373273765861
35,-0.4281375415178142541876206130014798587847
35,-0.3466015544308139458769798349302382318084
35,-0.2623529412092960579708952004555805134863
35,-0.1760510611659895699743036564450599296754
35,-0.08837134327565926360092943349754880342412
35,0
35,0.08837134327565926360092943349754880342412
35,0.1760510611659895699743036564450599296754
35,0.2623529412092960579708952004555805134863
35,0.3466015544308139458769798349302382318084
35,0.4281375415178142541876206130014798587847
35,0.5063227732414886150242975558373273765861
35,0.5805453447497645099345020081896900709321
35,0.6502243646658903886757928089845592633698
35,0.7148145015566287832644086312244467469620
35,0.7738102522869125552674230092098874810118
35,0.8267498990922254068340506127485575790469
35,0.8732191250252223315232823491413852666443
35,0.9128542613593176144649370635557642304881
35,0.9453451482078273295387259855299746448628
35,0.9704376160392298332150704825847701425249
35,0.9879357644438514980351170891854859853130
35,0.9977065690996002972601631393120947251933
36,-0.9978304624840858361988283455807502386498
36,-0.9885864789022122380733951078771074466072
36,-0.9720276910496979493356050484311083276160
36,-0.9482729843995075452024741149452278462894
36,-0.9174977745156590660758672230261563999369
36,-0.8799298008903971319824273374658355887733
36,-0.8358471669924753064188208724986006533468
36,-0.7855762301322065128277689650802926033023
36,-0.7294891715935565820902604790061089855658
36,-0.6680012365855210620971913443409176391647
36,-0.6015676581359805350799449750735947517430
36,-0.5306802859262451616407090801215698176612
36,-0.4558639444334202672072176693274409259578
36,-0.3776725471196892163227363896699076221662
36,-0.2966849953440282705032390477451704527002
36,-0.2135008923168655789432262289027139167585
36,-0.1287361038093847886519933880051523011773
36,-0.04301819847370860722696897822836343455429
36,0.04301819847370860722696897822836343455429
36,0.1287361038093847886519933880051523011773
36,0.2135008923168655789432262289027139167585
36,0.2966849953440282705032390477451704527002
36,0.3776725471196892163227363896699076221662
36,0.4558639444334202672072176693274409259578
36,0.5306802859262451616407090801215698176612
36,0.6015676581359805350799449750735947517430
36,0.6680012365855210620971913443409176391647
36,0.7294891715935565820902604790061089855658
36,0.7855762301322065128277689650802926033023
36,0.8358471669924753064188208724986006533468
36,0.8799298008903971319824273374658355887733
36,0.9174977745156590660758672230261563999369
36,0.9482729843995075452024741149452278462894
36,0.9720276910496979493356050484311083276160
36,0.9885864789022122380733951078771074466072
36,0.9978304624840858361988283455807502386498
37,-0.9979445824779136489408030743173632836690
37,-0.9891859632143191866840990605842723089625
37,-0.9734930300564857443288904756657593448154
37,-0.9509723432620948213285760968163259339975
37,-0.9217814374124637426681436867007134887816
37,-0.8861249621554860789461495090168864401068
37,-0.8442529873405559679874562761748602316906
37,-0.7964592005099022933930463355003245234856
37,-0.7430788339819652625470474174738128790899
37,-0.6844863091309593574455232124311537080443
37,-0.6210926084089244831481525915950573100417
37,-0.5533423918615817812350983582292644734723
37,-0.4817108778032055541471928688826391719895
37,-0.4067005093183261101009315916139666085225
37,-0.3288374298837069994984718013399404836800
37,-0.2486677927913657588055677514877162185317
37,-0.1667539302398519769686717304118244374666
37,-0.08367040895476990194304833173639917756352
37,0
37,0.08367040895476990194304833173639917756352
37,0.1667539302398519769686717304118244374666
37,0.2486677927913657588055677514877162185317
37,0.3288374298837069994984718013399404836800
37,0.4067005093183261101009315916139666085225
37,0.4817108778032055541471928688826391719895
37,0.5533423918615817812350983582292644734723
37,0.6210926084089244831481525915950573100417
37,0.6844863091309593574455232124311537080443
37,0.7430788339819652625470474174738128790899
37,0.7964592005099022933930463355003245234856
37,0.8442529873405559679874562761748602316906
37,0.8861249621554860789461495090168864401068
37,0.9217814374124637426681436867007134887816
37,0.9509723432620948213285760968163259339975
37,0.9734930300564857443288904756657593448154
37,0.9891859632143191866840990605842723089625
37,0.9979445824779136489408030743173632836690
38,-0.9980499305356876198128470765515809974905
38,-0.9897394542663855719444258911056793473244
38,-0.9748463285901535076408855409463886425920
38,-0.9534663309335295956705421531174412173858
38,-0.9257413320485843968251095622130509114809
38,-0.8918557390046322167949370319739175115799
38,-0.8520350219323621888596497112472762804404
38,-0.8065441676053168155515653759796983257318
38,-0.7556859037539706807377380967793874135038
38,-0.6997986803791843559128258406274158756382
38,-0.6392544158296817071803448695002602717012
38,-0.5744560210478070811329275009244725102102
38,-0.5058347179279311032405337164676520027938
38,-0.4338471694323764843732561625178422040059
38,-0.3589724404794350132567176214565342917961
38,-0.2817088097901652613601140714187000767697
38,-0.2025704538921167032039777815146070573717
38,-0.1220840253378674198696123813294071165681
38,-0.04078514790457823991331643232978492078477
38,0.04078514790457823991331643232978492078477
38,0.1220840253378674198696123813294071165681
38,0.2025704538921167032039777815146070573717
38,0.2817088097901652613601140714187000767697
38,0.3589724404794350132567176214565342917961
38,0.4338471694323764843732561625178422040059
38,0.5058347179279311032405337164676520027938
38,0.5744560210478070811329275009244725102102
38,0.6392544158296817071803448695002602717012
38,0.6997986803791843559128258406274158756382
